model_name,author,model_class,params,hash,license,task,groq_chips_used,groq_estimated_latency,nvidia_latency,x86_latency,onnx_exported,onnx_optimized,onnx_converted
hrnet_w44,timm,HighResolutionNet,67064984,a45c0f68,-,Computer_Vision,-,-,-,-,True,False,False
lcnet_035,timm,MobileNetV3,1644370,a58d885c,-,Computer_Vision,-,-,-,-,True,False,False
levit_128,timm,LevitDistilled,9213936,5299a414,-,Computer_Vision,-,-,-,-,True,False,False
m2m_100,transformers,M2M100Model,483905536,533285d2,-,Natural_Language_Processing,-,-,-,-,True,False,False
mixer_s32_224,timm,MlpMixer,19104624,707ddc36,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv2_035,timm,EfficientNet,1677128,5f6e7dcb,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_050,timm,ByobNet,1370593,b24d08cf,-,Computer_Vision,-,-,-,-,True,False,False
nest_base,timm,Nest,67723368,61449c14,-,Computer_Vision,-,-,-,-,True,False,False
nf_regnet_b1,timm,NormFreeNet,10223984,f804c414,-,Computer_Vision,-,-,-,-,True,False,False
nf_seresnet26,timm,NormFreeNet,17395976,77d55e29,-,Computer_Vision,-,-,-,-,True,False,False
pit_xs_distilled_224,timm,PoolingVisionTransformer,11003984,2f6ffddb,-,Computer_Vision,-,-,-,-,True,False,False
regnet_x_16gf,torch_hub,RegNet,54278536,90fe350f,-,Computer_Vision,-,-,-,-,True,False,False
regnet_y_800mf,torch_hub,RegNet,6432512,efe4b887,-,Computer_Vision,-,-,-,-,True,False,False
regnetx_006,timm,RegNet,6196040,c086bf76,-,Computer_Vision,-,-,-,-,True,False,False
regnety_004,timm,RegNet,4344144,0900dcc7,-,Computer_Vision,-,-,-,-,True,False,False
regnety_160,timm,RegNet,83590140,6053239b,-,Computer_Vision,-,-,-,-,True,False,False
repvgg_b1g4,timm,ByobNet,39966056,be136fb3,-,Computer_Vision,-,-,-,-,True,False,False
resmlp_12_224_dino,timm,MlpMixer,15350872,371923e5,-,Computer_Vision,-,-,-,-,True,False,False
resnest269e,timm,ResNet,110929480,ac03e0f8,-,Computer_Vision,-,-,-,-,True,False,False
resnet18,torch_hub,ResNet,11689512,11f0e9e3,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_152x2_bitm,timm,ResNetV2,236335208,eba08ea2,-,Computer_Vision,-,-,-,-,True,False,False
rexnet_100,timm,RexNet,4796873,1baa283b,-,Computer_Vision,-,-,-,-,True,False,False
seresnet152,timm,ResNet,66821848,51c6e378,-,Computer_Vision,-,-,-,-,True,False,False
seresnext26ts,timm,ByobNet,10388064,d50a34ad,-,Computer_Vision,-,-,-,-,True,False,False
ssl_resnext101_32x4d,timm,ResNet,44177704,984aa3a2,-,Computer_Vision,-,-,-,-,True,False,False
swin_tiny_patch4_window7_224,timm,SwinTransformer,28288354,035a2cc5,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_base_ns_224,timm,SwinTransformerV2Cr,87879256,e109cf82,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_small_window16_256,timm,SwinTransformerV2,49728418,817475c7,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b0,timm,EfficientNet,5288548,1316894e,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b5_ns,timm,EfficientNet,30389784,7b238643,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_em,timm,EfficientNet,6899496,37f6c8a4,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_b2,timm,EfficientNet,10096086,2adca09f,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_xl_in21k,timm,EfficientNet,234819691,b97e0971,-,Computer_Vision,-,-,-,-,True,False,False
twins_svt_small,timm,Twins,24060776,368df3bc,-,Computer_Vision,-,-,-,-,True,False,False
vgg11_bn,torch_hub,VGG,132868840,08550040,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch16_rpn_224,timm,VisionTransformer,86538472,0216c63e,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_resnet50d_224,timm,FeatureListNet,23527264,6a083069,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_resnet50d_224,timm,VisionTransformer,110965064,6c46053e,-,Computer_Vision,-,-,-,-,True,False,False
vit_large_patch32_224,timm,VisionTransformer,327899475,437f16fa,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_patch16_224_dino,timm,VisionTransformer,21665664,8c86c762,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_resnet50d_s16_224,timm,FeatureListNet,8562528,3645dd70,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_resnet50d_s16_224,timm,VisionTransformer,57531976,74a010c4,-,Computer_Vision,-,-,-,-,True,False,False
volo_d4_224,timm,VOLO,192961520,5add768a,-,Computer_Vision,-,-,-,-,False,False,False
xcit_large_24_p16_224,timm,Xcit,189096136,5f1f7d5e,-,Computer_Vision,-,-,-,-,True,False,False
xcit_small_12_p16_224,timm,Xcit,26253304,a57665c9,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_12_p8_384_dist,timm,Xcit,6706504,f4e75ac9,-,Computer_Vision,-,-,-,-,True,False,False
xlm_roberta,huggingface_pytorch,XLMRobertaModel,109482240,a0532c05,-,Natural_Language_Processing,-,-,-,-,True,False,False
cait_m48_448,timm,Cait,356460520,a699f86e,-,Computer_Vision,-,-,-,-,True,False,False
convnext_tiny,timm,ConvNeXt,28589128,9606cb68,-,Computer_Vision,-,-,-,-,True,False,False
crossvit_tiny_240,timm,CrossVit,7014800,46d2a9b6,-,Computer_Vision,-,-,-,-,True,False,False
cs3edgenet_x,timm,CspNet,47821120,59397a04,-,Computer_Vision,-,-,-,-,True,False,False
deit3_base_patch16_224_in21ft1k,timm,VisionTransformer,86585320,9716f948,-,Computer_Vision,-,-,-,-,True,False,False
deit_base_patch16_224,timm,VisionTransformer,86567656,5a3b76a4,-,Computer_Vision,-,-,-,-,True,False,False
detr,transformers,DetrModel,41376192,c328f5b8,-,Computer_Vision,-,-,-,-,True,False,False
dm_nfnet_f0,timm,NormFreeNet,71489284,08031f51,-,Computer_Vision,-,-,-,-,True,False,False
eca_nfnet_l3,timm,NormFreeNet,72036968,17ffed52,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b2,torch_hub,EfficientNet,9109994,204800dc,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b3,timm,EfficientNet,12233232,18c94366,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_es,timm,EfficientNet,5438392,e6304101,-,Computer_Vision,-,-,-,-,True,False,False
ens_adv_inception_resnet_v2,timm,InceptionResnetV2,55843464,d7df6e3a,-,Computer_Vision,-,-,-,-,True,False,False
fcos_resnet50_fpn,torchvision,FCOS,32269600,78b52a80,-,Computer_Vision,-,-,-,-,True,False,False
gernet_l,timm,ByobNet,31078280,00e250ed,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet34_v1b,timm,ResNet,21797672,3765d65b,-,Computer_Vision,-,-,-,-,True,False,False
hardcorenas_a,timm,MobileNetV3,5260232,27b87a16,-,Computer_Vision,-,-,-,-,True,False,False
ig_resnext101_32x32d,timm,ResNet,88791336,a37f8b3b,-,Computer_Vision,-,-,-,-,True,False,False
layoutlm,transformers,LayoutLMModel,112627968,33ec397d,-,Natural_Language_Processing,-,-,-,-,True,False,False
lcnet_050,timm,MobileNetV3,1880856,2ec704af,-,Computer_Vision,-,-,-,-,True,False,False
leconv,graph_convolutions,LEConv,30107,c8a67ed2,-,Graph_Machine_Learning,-,-,-,-,True,False,False
levit_128s,timm,LevitDistilled,7777058,2a4cda69,-,Computer_Vision,-,-,-,-,True,False,False
mixnet_l,timm,EfficientNet,7329252,dbe46a4b,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet0_75,torch_hub,MNASNet,3170208,4a915154,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv2_050,timm,EfficientNet,1968680,66d234d9,-,Computer_Vision,-,-,-,-,True,False,False
mobilevit_xx_small_for_semantic_segmentation,transformers,MobileViTForSemanticSegmentation,1854853,535af098,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_075,timm,ByobNet,2866009,e7453948,-,Computer_Vision,-,-,-,-,True,False,False
nest_small,timm,Nest,38351176,e0b2eb03,-,Computer_Vision,-,-,-,-,True,False,False
nf_regnet_b3,timm,NormFreeNet,18593832,50ad39b4,-,Computer_Vision,-,-,-,-,True,False,False
pit_b_distilled_224,timm,PoolingVisionTransformer,74790096,d29e8402,-,Computer_Vision,-,-,-,-,True,False,False
poolformer_s36,timm,MetaFormer,30862760,bff42fd3,-,Computer_Vision,-,-,-,-,True,False,False
regnet_x_1_6gf,torch_hub,RegNet,9190136,9b6af29e,-,Computer_Vision,-,-,-,-,True,False,False
regnet_y_8gf,torch_hub,RegNet,39381472,0c98c39d,-,Computer_Vision,-,-,-,-,True,False,False
regnetx_120,timm,RegNet,46106056,4fcd5b64,-,Computer_Vision,-,-,-,-,True,False,False
regnety_320,timm,RegNet,145046770,ef165afc,-,Computer_Vision,-,-,-,-,True,False,False
repvgg_b2g4,timm,ByobNet,61758376,cbcd7c5a,-,Computer_Vision,-,-,-,-,True,False,False
resmlp_24_224,timm,MlpMixer,30020680,d0723612,-,Computer_Vision,-,-,-,-,True,False,False
resnet101d,timm,ResNet,44568392,d4c68ae8,-,Computer_Vision,-,-,-,-,True,False,False
resnet33ts,timm,ByobNet,19676256,a37c1d96,-,Computer_Vision,-,-,-,-,True,False,False
resnetblur101d,timm,ResNet,44568392,d82f9871,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_152d,timm,ResNetV2,60204360,bd629c18,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_50,timm,ResNetV2,25549352,f57e0dd6,-,Computer_Vision,-,-,-,-,True,False,False
resnext101_64x4d,timm,ResNet,83455272,14edb4a4,-,Computer_Vision,-,-,-,-,True,False,False
roberta,huggingface_pytorch,RobertaModel,109482240,f75bf095,-,Natural_Language_Processing,-,-,-,-,True,False,False
sebotnet33ts_256,timm,ByobNet,13701984,120807c1,-,Computer_Vision,-,-,-,-,True,False,False
sequencer2d_s,timm,Sequencer2d,27651688,50ffb806,-,Computer_Vision,-,-,-,-,True,False,False
seresnext50_32x4d,timm,ResNet,27559896,b147a4bd,-,Computer_Vision,-,-,-,-,True,False,False
shufflenet_v2_x0_5,torch_hub,ShuffleNetV2,1366792,15046a84,-,Computer_Vision,-,-,-,-,True,False,False
swin_base_patch4_window12_384_in22k,timm,SwinTransformer,109265609,08cd2ca8,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_base_window16_256,timm,SwinTransformerV2,87918816,85efb97b,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_tiny_384,timm,SwinTransformerV2Cr,28332124,94f268ac,-,Computer_Vision,-,-,-,-,True,False,False
swsl_resnext50_32x4d,timm,ResNet,25028904,baf7f18f,-,Computer_Vision,-,-,-,-,True,False,False
t5_encoder,huggingface_pytorch,T5EncoderModel,35330816,0559914f,-,Natural_Language_Processing,-,-,-,-,True,False,False
tf_efficientnet_b3_ap,timm,EfficientNet,12233232,e64befeb,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b8_ap,timm,EfficientNet,87413142,a5da25f7,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_l,timm,EfficientNet,118515272,65b962b5,-,Computer_Vision,-,-,-,-,True,False,False
tinynet_b,timm,EfficientNet,3730562,901d6a56,-,Computer_Vision,-,-,-,-,True,False,False
twins_pcpvt_large,timm,Twins,60989672,e39325d8,-,Computer_Vision,-,-,-,-,True,False,False
vgg13_bn,torch_hub,VGG,133053736,20dffe7e,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch32_224_in21k,timm,VisionTransformer,104252499,638fe1cf,-,Computer_Vision,-,-,-,-,True,False,False
vit_giant_patch14_224,timm,VisionTransformer,1012611432,923f9d75,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_patch16_224,timm,VisionTransformer,22050664,8d8c48b1,-,Computer_Vision,-,-,-,-,True,False,False
vit_tiny_patch16_224,timm,VisionTransformer,5717416,f13fa33b,-,Computer_Vision,-,-,-,-,True,False,False
vovnet39a,timm,VovNet,22600296,0a1d2f82,-,Computer_Vision,-,-,-,-,True,False,False
xcit_large_24_p16_384_dist,timm,Xcit,189096136,5f1f7d5e,-,Computer_Vision,-,-,-,-,True,False,False
xcit_small_24_p16_224_dist,timm,Xcit,47671384,72ec6033,-,Computer_Vision,-,-,-,-,True,False,False
cait_s24_224,timm,Cait,46916200,0dbdfb61,-,Computer_Vision,-,-,-,-,True,False,False
camembert,transformers,CamembertModel,109482240,a2ac5985,-,Natural_Language_Processing,-,-,-,-,True,False,False
coat_mini,timm,CoaT,10337004,4d340404,-,Computer_Vision,-,-,-,-,True,False,False
convnext_nano,timm,ConvNeXt,15593560,0e3b364e,-,Computer_Vision,-,-,-,-,True,False,False
convnext_xlarge_in22ft1k,timm,ConvNeXt,350196968,1db5dd43,-,Computer_Vision,-,-,-,-,True,False,False
cs3se_edgenet_x,timm,CspNet,50721584,fd9ebbd1,-,Computer_Vision,-,-,-,-,True,False,False
deit3_huge_patch14_224_in21ft1k,timm,VisionTransformer,632126440,509df9c0,-,Computer_Vision,-,-,-,-,True,False,False
dla60_res2net,timm,DLA,20848072,7d05addd,-,Computer_Vision,-,-,-,-,True,False,False
dpn92,timm,DPN,37668392,00b673d4,-,Computer_Vision,-,-,-,-,True,False,False
ecaresnet269d,timm,ResNet,102093077,a12f5b20,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b3_gn,timm,EfficientNet,11733784,0068a5da,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b3,torch_hub,EfficientNet,12233232,2950ca5b,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_es_pruned,timm,EfficientNet,5438392,e6304101,-,Computer_Vision,-,-,-,-,True,False,False
efficientnetv2_s,timm,EfficientNet,21458488,26536f8e,-,Computer_Vision,-,-,-,-,True,False,False
electra_for_sequence_classification,transformers,ElectraForSequenceClassification,109483778,5ccb19c4,-,Natural_Language_Processing,-,-,-,-,True,False,False
fbnetv3_d,timm,MobileNetV3,10306272,9db09bbb,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet101_v1b,timm,ResNet,44549160,57509176,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnext101_64x4d,timm,ResNet,83455272,14edb4a4,-,Computer_Vision,-,-,-,-,True,False,False
googlenet,torch_hub,GoogLeNet,13004888,6e59c54b,-,Computer_Vision,-,-,-,-,True,False,False
hardcorenas_b,timm,MobileNetV3,5176544,82b3b421,-,Computer_Vision,-,-,-,-,True,False,False
ig_resnext101_32x48d,timm,ResNet,88791336,a37f8b3b,-,Computer_Vision,-,-,-,-,True,False,False
lcnet_075,timm,MobileNetV3,2358288,e6aaa291,-,Computer_Vision,-,-,-,-,True,False,False
levit_192,timm,LevitDistilled,10947069,7bdcf854,-,Computer_Vision,-,-,-,-,True,False,False
luke,transformers,LukeModel,274500608,431c265c,-,Natural_Language_Processing,-,-,-,-,True,False,False
maskrcnn_resnet50_fpn,torchvision,MaskRCNN,44401393,a5f78569,-,Computer_Vision,-,-,-,-,True,False,False
mixnet_m,timm,EfficientNet,5014382,feeaf672,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv2_075,timm,EfficientNet,2636424,e56c1ab3,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_100,timm,ByobNet,4901841,da91f9ed,-,Computer_Vision,-,-,-,-,True,False,False
mt5_small,transformers,MT5Model,172119424,9625f18b,-,MultiModal,-,-,-,-,True,False,False
nest_tiny,timm,Nest,17057608,f43aba93,-,Computer_Vision,-,-,-,-,True,False,False
nf_regnet_b0,timm,NormFreeNet,8764288,99447a59,-,Computer_Vision,-,-,-,-,True,False,False
nf_resnet50,timm,NormFreeNet,25557032,4348bc24,-,Computer_Vision,-,-,-,-,True,False,False
pnaconv,graph_convolutions,PNAConv,4128536,320171a1,-,Graph_Machine_Learning,-,-,-,-,True,False,False
pnasnet5large,timm,PNASNet5Large,86057668,d78405b4,-,Computer_Vision,-,-,-,-,True,False,False
regnet_x_32gf,torch_hub,RegNet,107811560,024939e4,-,Computer_Vision,-,-,-,-,True,False,False
regnety_032,timm,RegNet,19436338,74f6c08a,-,Computer_Vision,-,-,-,-,True,False,False
regnetz_c16_evos,timm,ByobNet,13487816,a6e1afd9,-,Computer_Vision,-,-,-,-,True,False,False
resmlp_12_distilled_224,timm,MlpMixer,15350872,371923e5,-,Computer_Vision,-,-,-,-,True,False,False
resnest50d_1s4x24d,timm,ResNet,25677000,366bb055,-,Computer_Vision,-,-,-,-,True,False,False
resnet26d,timm,ResNet,16014408,f859d042,-,Computer_Vision,-,-,-,-,True,False,False
resnet51q,timm,ByobNet,35696920,9b4b723e,-,Computer_Vision,-,-,-,-,True,False,False
resnetrs50,timm,ResNet,35691912,b4767dee,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_152x2_bit_teacher_384,timm,ResNetV2,236335208,eba08ea2,-,Computer_Vision,-,-,-,-,True,False,False
rexnet_130,timm,RexNet,7557091,8468a310,-,Computer_Vision,-,-,-,-,True,False,False
seresnet101,timm,ResNet,49326872,f9c8bd5b,-,Computer_Vision,-,-,-,-,True,False,False
seresnext101d_32x8d,timm,ResNet,93588280,20bb2572,-,Computer_Vision,-,-,-,-,True,False,False
squeezenet1_0,torch_hub,SqueezeNet,1248424,8b319b5b,-,Computer_Vision,-,-,-,-,True,False,False
swin_base_patch4_window12_384,timm,SwinTransformer,87903584,8cdfc204,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_base_window12to24_192to384_22kft1k,timm,SwinTransformerV2,87918816,85efb97b,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_tiny_ns_224,timm,SwinTransformerV2Cr,28333468,f5a6c981,-,Computer_Vision,-,-,-,-,True,False,False
swsl_resnext101_32x4d,timm,ResNet,44177704,984aa3a2,-,Computer_Vision,-,-,-,-,True,False,False
t5_large,huggingface_pytorch,T5ForConditionalGeneration,770567168,47d226ef,-,Natural_Language_Processing,-,-,-,-,True,False,False
tf_efficientnet_b3_ns,timm,EfficientNet,12233232,e64befeb,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b8,timm,EfficientNet,87413142,a5da25f7,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_l_in21k,timm,EfficientNet,145215155,bb4ac514,-,Computer_Vision,-,-,-,-,True,False,False
tinynet_a,timm,EfficientNet,6187972,25e38fe4,-,Computer_Vision,-,-,-,-,True,False,False
twins_pcpvt_base,timm,Twins,43828456,82d6e073,-,Computer_Vision,-,-,-,-,True,False,False
vit_b_32,torch_hub,VisionTransformer,88224232,48d88bc1,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch32_224,timm,VisionTransformer,88224232,beab26ca,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_r26_s32_224,timm,ResNetV2,13946176,89f5732b,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_r26_s32_224,timm,VisionTransformer,101383976,bb229eed,-,Computer_Vision,-,-,-,-,True,False,False
vit_large_patch32_384,timm,VisionTransformer,306632680,fac89408,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_patch16_18x2_224,timm,VisionTransformer,64665448,ca2094a2,-,Computer_Vision,-,-,-,-,True,False,False
vit_tiny_patch16_224_in21k,timm,VisionTransformer,9740115,0fa9a6bd,-,Computer_Vision,-,-,-,-,True,False,False
volo_d5_448,timm,VOLO,295907168,884204eb,-,Computer_Vision,-,-,-,-,False,False,False
xcit_medium_24_p8_224,timm,Xcit,84323624,c2f7218b,-,Computer_Vision,-,-,-,-,True,False,False
xcit_small_24_p8_384_dist,timm,Xcit,47631112,e4afc4cf,-,Computer_Vision,-,-,-,-,True,False,False
beit,transformers,BeitModel,85656576,6b5d54c6,-,Computer_Vision,-,-,-,-,True,False,False
cait_s24_384,timm,Cait,47062120,0dbdfb61,-,Computer_Vision,-,-,-,-,True,False,False
coat_tiny,timm,CoaT,5498540,d625d2d3,-,Computer_Vision,-,-,-,-,True,False,False
convnext_base,torch_hub,ConvNeXt,88591464,c68282ce,-,Computer_Vision,-,-,-,-,True,False,False
convnext_small_384_in22ft1k,timm,ConvNeXt,50223688,ee1f18c3,-,Computer_Vision,-,-,-,-,True,False,False
convnext_xlarge_in22k,timm,ConvNeXt,392900177,8bcb7f17,-,Computer_Vision,-,-,-,-,True,False,False
cspdarknet53,timm,CspNet,27642184,dc75a63d,-,Computer_Vision,-,-,-,-,True,False,False
deit3_large_patch16_224_in21ft1k,timm,VisionTransformer,304374760,67cb5ebf,-,Computer_Vision,-,-,-,-,True,False,False
deit,transformers,DeiTModel,86390784,4519cd75,-,Computer_Vision,-,-,-,-,True,False,False
densenetblur121d,timm,DenseNet,7998088,dbdfcae4,-,Computer_Vision,-,-,-,-,True,False,False
dm_nfnet_f6,timm,NormFreeNet,438359116,09df60be,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b7,torch_hub,EfficientNet,66347960,6973429a,-,Computer_Vision,-,-,-,-,True,False,False
electra,transformers,ElectraModel,13483008,8da49ae6,-,Natural_Language_Processing,-,-,-,-,True,False,False
gcresnet50t,timm,ByobNet,25897080,b1431f52,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet101_v1s,timm,ResNet,44672936,049a994f,-,Computer_Vision,-,-,-,-,True,False,False
gluon_seresnext101_32x4d,timm,ResNet,48955416,0917deef,-,Computer_Vision,-,-,-,-,True,False,False
hardcorenas_e,timm,MobileNetV3,8070992,447108e5,-,Computer_Vision,-,-,-,-,True,False,False
inception_v3,timm,InceptionV3,23834568,4599a3df,-,Computer_Vision,-,-,-,-,True,False,False
lcnet_100,timm,MobileNetV3,2953800,d8880e4b,-,Computer_Vision,-,-,-,-,True,False,False
levit_256d,timm,Levit,26210788,bb8e8874,-,Computer_Vision,-,-,-,-,True,False,False
mixnet_xxl,timm,EfficientNet,23961752,b60abbfd,-,Computer_Vision,-,-,-,-,True,False,False
mobilebert,transformers,MobileBertModel,24844544,72442a94,-,Natural_Language_Processing,-,-,-,-,True,False,False
mobilenetv3_large_100_miil_in21k,timm,MobileNetV3,18576133,ec2100fb,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_200_384_in22ft1k,timm,ByobNet,18449329,5d5907f2,-,Computer_Vision,-,-,-,-,True,False,False
nfnet_f4,timm,NormFreeNet,316069112,83012ef9,-,Computer_Vision,-,-,-,-,True,False,False
regnet_x_3_2gf,torch_hub,RegNet,15296552,731da922,-,Computer_Vision,-,-,-,-,True,False,False
regnetx_160,timm,RegNet,54278536,f5575cfa,-,Computer_Vision,-,-,-,-,True,False,False
regnetz_005,timm,RegNet,7122742,34158d5d,-,Computer_Vision,-,-,-,-,True,False,False
repvgg_a2,timm,ByobNet,28210600,62bfea99,-,Computer_Vision,-,-,-,-,True,False,False
res2net50_26w_8s,timm,ResNet,48403776,2b85f3b9,-,Computer_Vision,-,-,-,-,True,False,False
resgatedgraphconv,graph_convolutions,ResGatedGraphConv,40152,bcab8e53,-,Graph_Machine_Learning,-,-,-,-,True,False,False
resnest50d_4s2x40d,timm,ResNet,30417592,63df272e,-,Computer_Vision,-,-,-,-,True,False,False
resnet26,timm,ResNet,15995176,69e735cb,-,Computer_Vision,-,-,-,-,True,False,False
resnetaa101d,timm,ResNet,44568392,5116e473,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_101x3_bitm_in21k,timm,ResNetV2,516015123,8d366392,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_50t,timm,ResNetV2,25566048,7b8e57e3,-,Computer_Vision,-,-,-,-,True,False,False
resnext26ts,timm,ByobNet,10297952,423d5a25,-,Computer_Vision,-,-,-,-,True,False,False
rexnetr_200,timm,RexNet,16522432,d90c1396,-,Computer_Vision,-,-,-,-,True,False,False
roformer,huggingface_pytorch,RoFormerModel,123555840,a48eefbd,-,Natural_Language_Processing,-,-,-,-,True,False,False
senet154,timm,ResNet,115088984,410722aa,-,Computer_Vision,-,-,-,-,True,False,False
seresnext26t_32x4d,timm,ResNet,16806976,69455895,-,Computer_Vision,-,-,-,-,True,False,False
squeezenet1_1,torch_hub,SqueezeNet,1235496,db09563d,-,Computer_Vision,-,-,-,-,True,False,False
ssl_resnet18,timm,ResNet,11689512,495787f5,-,Computer_Vision,-,-,-,-,True,False,False
swin_large_patch4_window7_224,timm,SwinTransformer,196532476,c04359a3,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_large_384,timm,SwinTransformerV2Cr,196682512,b84aee49,-,Computer_Vision,-,-,-,-,True,False,False
swsl_resnext101_32x16d,timm,ResNet,194026792,3ef9f709,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b4_ap,timm,EfficientNet,19341616,3593adfd,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_cc_b0_4e,timm,EfficientNet,13314116,600532b1,-,Computer_Vision,-,-,-,-,False,False,False
tf_efficientnet_l2_ns,timm,EfficientNet,480309308,08800913,-,Computer_Vision,-,-,-,-,True,False,False
twins_svt_large,timm,Twins,99271400,34d4e54a,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch8_224,timm,VisionTransformer,86576872,c77fc11f,-,Computer_Vision,-,-,-,-,True,False,False
vit_h_14,torch_hub,VisionTransformer,632045800,c682724f,-,Computer_Vision,-,-,-,-,True,False,False
vit_large_patch16_384,timm,VisionTransformer,304715752,c860e3ae,-,Computer_Vision,-,-,-,-,True,False,False
vit_relpos_medium_patch16_224,timm,VisionTransformerRelPos,38747208,a9619dd8,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_patch16_36x1_224,timm,VisionTransformer,64665448,82b06d24,-,Computer_Vision,-,-,-,-,True,False,False
volo_d1_384,timm,VOLO,26777960,a1c89071,-,Computer_Vision,-,-,-,-,False,False,False
xception65p,timm,XceptionAligned,39819560,04fcc221,-,Computer_Vision,-,-,-,-,True,False,False
xcit_medium_24_p8_384_dist,timm,Xcit,84323624,c2f7218b,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_12_p16_224_dist,timm,Xcit,6716272,d7f73d6b,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_24_p8_384_dist,timm,Xcit,12107128,cd70f4ad,-,Computer_Vision,-,-,-,-,True,False,False
cait_s36_384,timm,Cait,68366632,98fa233b,-,Computer_Vision,-,-,-,-,True,False,False
convbert,transformers,ConvBertModel,105680520,b39013e9,-,Natural_Language_Processing,-,-,-,-,True,False,False
convit_base,timm,ConVit,86540040,b51200c7,-,Computer_Vision,-,-,-,-,True,False,False
convnext_large_in22k,timm,ConvNeXt,229799953,d2e8ca63,-,Computer_Vision,-,-,-,-,True,False,False
crossvit_18_dagger_408,timm,CrossVit,44606560,5e32e451,-,Computer_Vision,-,-,-,-,True,False,False
cs3darknet_x,timm,CspNet,35046320,4b451f3e,-,Computer_Vision,-,-,-,-,True,False,False
darknetaa53,timm,CspNet,36022984,b7009763,-,Computer_Vision,-,-,-,-,True,False,False
deit_base_distilled_patch16_384,timm,VisionTransformerDistilled,87630032,e2a3bbaa,-,Computer_Vision,-,-,-,-,True,False,False
densenet169,timm,DenseNet,14149480,95108a8d,-,Computer_Vision,-,-,-,-,True,False,False
dm_nfnet_f1,timm,NormFreeNet,132634256,895cc252,-,Computer_Vision,-,-,-,-,True,False,False
ecaresnetlight,timm,ResNet,30162046,85f4a3d8,-,Computer_Vision,-,-,-,-,True,False,False
edgenext_xx_small,timm,EdgeNeXt,1327216,ad2a7d4c,-,Computer_Vision,-,-,-,-,True,False,False
